symbol,ann_returns,ann_vol,ann_daily_variation,ann_max_drawdown,sharpe_ratio,beta,clusters
ECL,0.07718154029808094,0.023368898821253203,0.13622785247750388,0.058835542698076504,0.7429622625486431,0.34282307432178794,0
ED,0.041804578754315674,0.011093307526725937,0.12991231323630648,0.11773766671038952,0.589998333506863,0.12823763893417056,0
EFX,0.028766925946440564,0.14430414716113574,0.19894579136876686,0.3315929619071435,0.47554930974190984,0.4349853266250065,2
EG,0.03697350067065752,0.0867368251771419,0.18502989330578926,0.1572068293127021,0.5381857062621861,0.22071572361951472,2
EIX,0.01851927999244815,0.17319447842837352,0.2153502195948627,0.3718433053513781,0.4360713218249447,0.19283726589370367,2
EL,0.15073281946982672,0.1329251234427372,0.19162129899951288,0.15478069854005208,0.8685540269728051,0.4369450797388156,0
ELV,0.11373575820087797,0.13218786947973513,0.23356485032067473,0.1934080870214954,0.7487582868248397,0.37128527644303444,0
EMN,0.04914647479659148,0.1250217126731283,0.21847767927190656,0.3887937842143291,0.40653870726749836,0.6247734908116358,1
EMR,0.04833091259337863,0.09787151058517887,0.18268438146082794,0.23341872638393488,0.5766392844073669,0.5420639535086459,2
ENPH,1.0,0.8650898045005542,1.0000000000000002,0.6333321017253736,0.9542819420570741,0.3813662484650496,1
EOG,0.030039232641920655,0.19794837466312273,0.2846438750709427,0.4876589628140051,0.30338573586901546,0.5370604488774222,1
EPAM,0.1920857775080416,0.17908921542555692,0.2681914253485318,0.2029336117717032,0.9050593500744715,0.5963982883577188,0
EQIX,0.07014133131764821,0.09545722852810837,0.21444781746545757,0.23968609715665565,0.6734039243689678,0.22826530847547943,0
EQR,0.051488804788478726,0.02158686370829721,0.15297631988855548,0.1407192452704867,0.6106417319203062,0.15276555191347252,0
EQT,0.005396676844897252,0.3682988357076755,0.4702481624096545,0.7895021786541855,0.059436661176174965,0.5727028598620086,1
ES,0.06757566100192877,0.012431305713579616,0.13699698913803343,0.10317676876553863,0.7603849500183725,0.10628025810458858,0
ESS,0.055788961606271864,0.04018445243809651,0.1697521001915468,0.1073467530416998,0.6093552395333353,0.18565937823627746,0
ETN,0.05127162837379931,0.08643931812197256,0.17947576939012935,0.20895839195050833,0.6009795770807519,0.5324328032117804,2
ETR,0.0820982346540228,0.021710013145098933,0.14691932331975233,0.09133226063531369,0.831051605226232,0.10841036055343789,0
ETSY,0.33497566290855185,0.4776627100977018,0.5043596752738676,0.4141190307899526,0.7233391246795174,0.7726324649220144,1
EVRG,0.031123601778245857,0.02027077722560175,0.1395342781427893,0.06488278150690757,0.5199071235344952,0.09313509924840557,0
EW,0.13619537879768287,0.17229839791870208,0.24072729457251382,0.13120743941589214,0.7627862023742142,0.46152323850408605,0
EXC,0.05577230838184108,0.022895547257828608,0.15660411988826353,0.07400140306581479,0.6295539699177908,0.16493489959424862,0
EXPD,0.05456294343675358,0.09564459711960024,0.19918212546135775,0.11495041744197515,0.6004928233112483,0.448805305750743,0
EXPE,0.042502068003604065,0.21597921535278033,0.23771436519213576,0.3554330043490639,0.38153626483424796,0.3769556359177998,2
EXR,0.07231657524560803,0.06381269814590906,0.190643901992167,0.0895378883736958,0.6352810072127231,0.09141945654592865,0
F,0.011845153565904237,0.13988204297857307,0.21611829409264047,0.3425176414204767,0.3053707020325282,0.46278516718762175,2
FANG,0.0362320440619312,0.28504571653324895,0.369884553507732,0.4396423216157924,0.36084577617004965,0.5775402232122048,1
FAST,0.07078111170400331,0.17075834159712214,0.25104228510044535,0.1579734581549376,0.603605293145842,0.5814935273752991,0
FCX,0.04491533880912607,0.36241764466159077,0.4276009194916559,0.5555872553818006,0.38461900227371326,0.7370581724574874,1
FDS,0.08274909138621137,0.09032502936352307,0.19049744450526132,0.1568161871844023,0.6621659655388179,0.43025373058511335,0
FDX,0.04711210295211174,0.16730377034409236,0.21551796488852928,0.46184486523554436,0.29547434412719686,0.5957833641711117,1
FE,0.07457261351145972,0.05083475665601325,0.17264338561709955,0.08562587485556736,0.7301481809504444,0.1649245823441544,0
FFIV,0.03806496548083291,0.1429569411682635,0.22417784235312802,0.3495656116802628,0.3507277126932963,0.49142597973450997,2
FI,0.10661860396830442,0.07160648555827709,0.16973813684276706,0.08704610516610153,0.840176799145167,0.43438413082498684,0
FICO,0.17761196102325308,0.1482802071183477,0.23765433726760757,0.23036839813065643,0.9176289508656847,0.49501399073037666,0
FIS,0.08287908109061098,0.047425561269385436,0.14850004350486717,0.050209378630928836,0.788382099450281,0.3586883627176325,0
FITB,0.031192852276614835,0.1320781915853527,0.2385780508409728,0.2947612987123662,0.46627146534107794,0.4649643224710063,2
FLT,0.10277361971725041,0.15064097591155304,0.2343285576909717,0.16541482768502672,0.6970203544177812,0.4190684187951666,0
FMC,0.10214580297142956,0.15932699516291546,0.23349865900339264,0.22605231935582734,0.7066209705663772,0.48432010526602615,0
FRT,0.008233015779546493,0.05040356183434819,0.1728994315790785,0.1684866191154025,0.3314172701293896,0.2071732383872336,2
FSLR,0.11752247425326981,0.34396973891332105,0.4257495471284407,0.5108198334935025,0.5509193108371025,0.5888891170257632,1
FTNT,0.2090243732134158,0.22854227375579098,0.29258712309094925,0.23580179126649262,0.8758056720639158,0.4905097397255671,0
FTV,0.06478861058989507,0.08354983868097168,0.17711979411436635,0.22081636873030122,0.5813771197810824,0.4978125776338351,2
GD,0.034398320073066896,0.07531363058951868,0.16709729293097833,0.30143847790783307,0.40919466765520374,0.3943616086785129,2
GE,0.0004889213189024355,0.2745015329060072,0.3156469828004348,0.8006784457998639,0.08832519183467946,0.6016721608994231,1
GEN,0.04335897849393286,0.29038933216039087,0.2672701871086446,0.45191108232537114,0.4294389500832255,0.5264807820481222,1
GILD,0.024123759972209058,0.125159881152922,0.22533929879817996,0.24331566380152866,0.3472947398847474,0.39356616867722866,2
GIS,0.0031533951054200093,0.09603583605069696,0.18808609482129582,0.338639849022647,0.32445152443550557,0.1993606532868862,2
GL,0.047251599080229995,0.03687499317580767,0.13847768826924756,0.17625856977640456,0.620376560754103,0.4038325869456698,0
GLW,0.05365235907635191,0.15047958119784385,0.19585729851407632,0.17376879856627533,0.49463691074590777,0.5508277612676392,2
GM,0.0368685036989414,0.16196678566588993,0.23118097028397258,0.26654588335063956,0.43934818471193615,0.4838181503491188,2
GNRC,0.12558850927479268,0.17601185689246332,0.273123686662763,0.17041576314192805,0.7590750451679202,0.46220205348798654,0
GOOG,0.07058895713759672,0.12236196503302263,0.1811196127680009,0.16609961870328496,0.6475579709651327,0.5270007826332133,0
GOOGL,0.06667022531849903,0.1201852396709838,0.1855998563395543,0.17041621523339132,0.6354193276672675,0.523134464519912,0
GPC,0.02944623955052944,0.0713096231713598,0.16556018012802823,0.1683817771972271,0.46729744432032705,0.3792687504313094,2
GPN,0.14055631147678652,0.11674328759275468,0.20806706000180222,0.19865434312136362,0.8712152407292122,0.46122524422994543,0
GRMN,0.1088059900735052,0.10325582049297602,0.17411253850601002,0.07059497800095141,0.7932442305036485,0.35922507686516036,0
GS,0.015849162320593302,0.12267478922366068,0.2059719452020625,0.38910283816791835,0.3660450167088209,0.5176900491670937,2
GWW,0.06169390712449627,0.21396501544318683,0.26722171317029075,0.3473379257098981,0.5483201114560651,0.480232989821495,2
HAL,0.005223850484993353,0.21907448682258898,0.31545832496669346,0.6989357900025192,0.08758902638774996,0.6106178151853774,1
HAS,0.06574588972009884,0.2035166664910715,0.22410184868574565,0.24981131862856062,0.5173058689324228,0.5211161432450772,2
HBAN,0.029029546734460288,0.11777849030569673,0.23638989714911327,0.24414329277523564,0.4718240693597259,0.4652398364458652,2
HCA,0.09656814834565033,0.1386901647147806,0.22848125894791174,0.16820191376055563,0.7146218094323313,0.3910770135878912,0
HD,0.08401518652462767,0.06154289733253457,0.1576223367365239,0.19611222694397348,0.7204901527095181,0.36941214699569885,0
HES,0.023930446566029884,0.28378308888245196,0.36829974466431414,0.4908898125594434,0.44090185288394346,0.5979970103118991,1
HIG,0.039061832706304644,0.04523268849534057,0.15492195149172108,0.24129819056515503,0.5635490487863813,0.319846091366232,2
HII,0.04505026456015224,0.14133611545126532,0.2283020089594929,0.29150342146148933,0.5480621401080905,0.4076320827824194,2
HLT,0.09608696811701209,0.09740973287110402,0.1918801573590946,0.2101067618832275,0.7529773294050204,0.42433176974649484,0
HOLX,0.03396821244970136,0.10217947110304401,0.20946294170080207,0.16316559747085305,0.5035511046761546,0.3876266676457704,2
HON,0.07018275618522982,0.03271910779089493,0.12769643511539652,0.15604285628736622,0.7483987135399615,0.45291075328778374,0
HPE,0.04613112323271429,0.1887552655610348,0.255909159639806,0.30707738491775594,0.470317766144832,0.5738635708541152,2
HPQ,0.08101768399580142,0.16956626227883428,0.22635676410375347,0.3327987113639024,0.5544917636051763,0.526974695128775,2
HRL,0.03817799696574742,0.07175896812101762,0.18003434296058698,0.12056168326110803,0.5360887012395719,0.20113369997622702,0
HSIC,0.020586153928040973,0.1282460680881005,0.23459759885384948,0.2704554611953893,0.4079043432694607,0.3031048111607172,2
HST,0.023912705050338517,0.09525394647743426,0.21633844826090212,0.21205223146724675,0.40466101001379096,0.3844212154113921,2
HSY,0.06393198963664776,0.043855498578477314,0.15062154422268886,0.1531549905467042,0.6402492415320479,0.10728091929440026,0
HUBB,0.03715228935192946,0.11160045394857557,0.2060572808993543,0.26620173753510823,0.5297045820327579,0.4872264229503813,2
HUM,0.08559251292181794,0.12846733176282085,0.23803874613745793,0.293286447430004,0.6870688915216601,0.33879952919518613,0
HWM,0.06734576835186248,0.26591433437789946,0.3010633549962317,0.4460629556998482,0.5671646790952908,0.5081257975800656,1
IBM,0.010538550305471822,0.08980608768444523,0.1361028209559669,0.32074123815908573,0.30708108310624765,0.4533405539047919,2
ICE,0.07140351162127329,0.0510958691555059,0.1564614212535891,0.052123467265998535,0.7348875626033621,0.24775457039510146,0
IDXX,0.128022746877869,0.16682594225680833,0.2564951453639406,0.25613158500990696,0.7348670974617783,0.4777357776835059,0
IEX,0.09019195718364989,0.07636601989449784,0.17462829968629096,0.17834938006879644,0.771916241871655,0.4732119838802007,0
IFF,0.03683129311757641,0.13375177730385648,0.18911088651243876,0.24590835496971888,0.43551678113669523,0.31945060999675967,2
